,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
PALCA,talla para la edad (t/e),talla baja (tb),2009-07-01,14,8,8,15,9,15,31,38,69
PALOS BLANCOS,talla para la edad (t/e),talla baja (tb),2009-07-01,8,12,22,17,34,25,64,54,118
PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2009-07-01,7,3,17,4,7,14,31,21,52
PAMPA GRANDE,talla para la edad (t/e),talla baja (tb),2009-07-01,0,1,1,5,5,0,6,6,12
PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,0,1,0,1,0,2,2
PASORAPA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,2,0,1,9,2,11,5,16
PATACAMAYA,talla para la edad (t/e),talla baja (tb),2009-07-01,9,10,11,6,6,6,26,22,48
PAZÑA,talla para la edad (t/e),talla baja (tb),2009-07-01,9,5,10,8,21,24,40,37,77
PELECHUCO,talla para la edad (t/e),talla baja (tb),2009-07-01,2,2,3,3,3,1,8,6,14
POCOATA,talla para la edad (t/e),talla baja (tb),2009-07-01,48,32,87,82,60,74,195,188,383
POCONA,talla para la edad (t/e),talla baja (tb),2009-07-01,3,7,21,14,15,22,39,43,82
POJO (CBBA),talla para la edad (t/e),talla baja (tb),2009-07-01,1,4,3,2,7,3,11,9,20
POOPO,talla para la edad (t/e),talla baja (tb),2009-07-01,3,0,5,6,3,3,11,9,20
PORCO,talla para la edad (t/e),talla baja (tb),2009-07-01,13,10,24,11,2,10,39,31,70
POROMA,talla para la edad (t/e),talla baja (tb),2009-07-01,26,14,32,32,36,62,94,108,202
PORONGO,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,0,0,0,0,1,0,1
PORTACHUELO,talla para la edad (t/e),talla baja (tb),2009-07-01,2,0,3,1,6,2,11,3,14
PORVENIR,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,2,4,0,5,3,9,12
POSTRER VALLE,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,1,2,1,1,2,3,5
POTOSI,talla para la edad (t/e),talla baja (tb),2009-07-01,232,149,175,122,153,148,560,419,979
PRESTO,talla para la edad (t/e),talla baja (tb),2009-07-01,13,4,28,23,94,70,135,97,232
PUCARA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,1,4,1,1,1,5,3,8
PUCARANI,talla para la edad (t/e),talla baja (tb),2009-07-01,19,10,19,5,13,9,51,24,75
PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2009-07-01,13,9,26,25,27,15,66,49,115
PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2009-07-01,8,5,14,8,23,31,45,44,89
PUERTO GONZALO MORENO,talla para la edad (t/e),talla baja (tb),2009-07-01,5,3,14,7,22,17,41,27,68
PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,0,2,0,0,1,2,3
PUERTO QUIJARRO,talla para la edad (t/e),talla baja (tb),2009-07-01,1,1,0,0,0,0,1,1,2
PUERTO RICO,talla para la edad (t/e),talla baja (tb),2009-07-01,4,2,7,5,2,5,13,12,25
PUERTO SUAREZ,talla para la edad (t/e),talla baja (tb),2009-07-01,7,5,1,3,1,4,9,12,21
PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2009-07-01,15,20,45,49,82,81,142,150,292
PUNA,talla para la edad (t/e),talla baja (tb),2009-07-01,55,45,88,66,98,79,241,190,431
PUNATA,talla para la edad (t/e),talla baja (tb),2009-07-01,9,13,13,10,11,12,33,35,68
QUIABAYA,talla para la edad (t/e),talla baja (tb),2009-07-01,3,0,6,5,15,13,24,18,42
QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2009-07-01,14,7,13,17,5,14,32,38,70
QUIME,talla para la edad (t/e),talla baja (tb),2009-07-01,2,2,7,7,12,13,21,22,43
RAVELO,talla para la edad (t/e),talla baja (tb),2009-07-01,41,28,87,93,166,160,294,281,575
RIBERALTA,talla para la edad (t/e),talla baja (tb),2009-07-01,34,33,67,60,51,46,152,139,291
ROBORE,talla para la edad (t/e),talla baja (tb),2009-07-01,1,2,1,1,1,2,3,5,8
RURRENABAQUE,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,1,0,1,0,3,0,3
SABAYA,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,2,3,3,4,6,7,13
SACABA,talla para la edad (t/e),talla baja (tb),2009-07-01,68,35,50,47,71,70,189,152,341
SACABAMBA,talla para la edad (t/e),talla baja (tb),2009-07-01,3,1,3,7,5,3,11,11,22
SACACA,talla para la edad (t/e),talla baja (tb),2009-07-01,71,54,107,88,144,145,322,287,609
SAIPINA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,0,0,1,1,1,1,2
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2009-07-01,3,3,11,4,15,17,29,24,53
SAMAIPATA,talla para la edad (t/e),talla baja (tb),2009-07-01,6,1,1,1,5,2,12,4,16
SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2009-07-01,1,1,1,0,0,1,2,2,4
SAN ANDRES,talla para la edad (t/e),talla baja (tb),2009-07-01,1,4,8,5,10,12,19,21,40
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,3,2,2,4,5,6,11
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2009-07-01,0,2,5,5,6,6,11,13,24
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla baja (tb),2009-07-01,3,7,7,12,27,33,37,52,89
SAN BENITO,talla para la edad (t/e),talla baja (tb),2009-07-01,7,4,8,8,23,11,38,23,61
SAN BORJA,talla para la edad (t/e),talla baja (tb),2009-07-01,24,11,28,36,69,50,121,97,218
SAN BUENA VENTURA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,1,3,2,3,1,8,4,12
SAN CARLOS,talla para la edad (t/e),talla baja (tb),2009-07-01,7,3,4,2,1,3,12,8,20
SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2009-07-01,7,7,16,8,9,13,32,28,60
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2009-07-01,3,3,3,4,7,8,13,15,28
SAN JAVIER(STC),talla para la edad (t/e),talla baja (tb),2009-07-01,8,10,12,7,11,9,31,26,57
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla baja (tb),2009-07-01,5,4,3,1,1,6,9,11,20
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,0,4,2,3,2,7,9
SAN JULIAN,talla para la edad (t/e),talla baja (tb),2009-07-01,2,0,1,1,6,3,9,4,13
SAN LORENZO(PND),talla para la edad (t/e),talla baja (tb),2009-07-01,3,2,10,3,10,8,23,13,36
SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2009-07-01,9,10,18,14,14,13,41,37,78
SAN LUCAS,talla para la edad (t/e),talla baja (tb),2009-07-01,77,40,140,111,247,272,464,423,887
SAN MATIAS,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,0,0,1,1,2,1,3
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,2,2,1,2,3,4,7
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2009-07-01,4,10,6,5,12,13,22,28,50
SAN PEDRO,talla para la edad (t/e),talla baja (tb),2009-07-01,1,1,0,0,5,5,6,6,12
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2009-07-01,69,49,97,77,109,93,275,219,494
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,3,4,4,13,12,17,19,36
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,1,1,2,1,1,2,4,6
SAN PEDRO(PND),talla para la edad (t/e),talla baja (tb),2009-07-01,2,0,1,0,2,0,5,0,5
SAN RAFAEL,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,1,0,0,3,1,3,4
SANTA ANA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,1,7,5,2,2,11,8,19
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2009-07-01,183,168,142,113,122,128,447,409,856
SANTA ROSA,talla para la edad (t/e),talla baja (tb),2009-07-01,5,2,3,1,1,0,9,3,12
SANTA ROSA DEL SARA,talla para la edad (t/e),talla baja (tb),2009-07-01,4,1,0,1,3,2,7,4,11
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2009-07-01,7,8,7,6,1,1,15,15,30
SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2009-07-01,14,3,8,6,18,7,40,16,56
SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2009-07-01,1,4,3,0,12,6,16,10,26
SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,3,3,11,20,15,23,38
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla baja (tb),2009-07-01,3,4,7,7,35,19,45,30,75
SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2009-07-01,9,6,14,16,35,29,58,51,109
SENA,talla para la edad (t/e),talla baja (tb),2009-07-01,2,1,2,4,4,1,8,6,14
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2009-07-01,11,12,7,7,11,14,29,33,62
SICAYA,talla para la edad (t/e),talla baja (tb),2009-07-01,8,9,20,17,27,27,55,53,108
SIPE SIPE,talla para la edad (t/e),talla baja (tb),2009-07-01,6,12,15,12,11,18,32,42,74
SOPACHUY,talla para la edad (t/e),talla baja (tb),2009-07-01,8,9,30,20,94,91,132,120,252
SORACACHI,talla para la edad (t/e),talla baja (tb),2009-07-01,10,10,17,11,23,21,50,42,92
SORATA,talla para la edad (t/e),talla baja (tb),2009-07-01,19,12,11,12,30,28,60,52,112
SUCRE,talla para la edad (t/e),talla baja (tb),2009-07-01,45,30,76,47,120,132,241,209,450
TACACOMA,talla para la edad (t/e),talla baja (tb),2009-07-01,1,1,1,1,4,11,6,13,19
TACOBAMBA,talla para la edad (t/e),talla baja (tb),2009-07-01,14,11,15,9,13,11,42,31,73
TACOPAYA,talla para la edad (t/e),talla baja (tb),2009-07-01,11,8,30,16,29,23,70,47,117
TAHUA,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,1,2,0,0,1,2,3
TAPACARI,talla para la edad (t/e),talla baja (tb),2009-07-01,46,43,81,63,85,79,212,185,397
TARABUCO,talla para la edad (t/e),talla baja (tb),2009-07-01,31,28,86,77,205,220,322,325,647
TARACO,talla para la edad (t/e),talla baja (tb),2009-07-01,0,1,3,0,0,0,3,1,4
TARATA,talla para la edad (t/e),talla baja (tb),2009-07-01,5,3,6,7,8,2,19,12,31
TARIJA,talla para la edad (t/e),talla baja (tb),2009-07-01,45,20,26,24,31,40,102,84,186
TARVITA,talla para la edad (t/e),talla baja (tb),2009-07-01,26,28,52,60,204,188,282,276,558
TEOPONTE,talla para la edad (t/e),talla baja (tb),2009-07-01,2,0,3,5,1,6,6,11,17
TIAWANACU,talla para la edad (t/e),talla baja (tb),2009-07-01,4,2,2,1,0,4,6,7,13
TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2009-07-01,31,21,32,29,68,56,131,106,237
TIPUANI,talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,3,4,5,4,9,8,17
TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2009-07-01,16,17,24,17,23,31,63,65,128
TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2009-07-01,26,7,19,9,17,11,62,27,89
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2009-07-01,1,0,1,0,3,2,5,2,7
TOCO,talla para la edad (t/e),talla baja (tb),2009-07-01,8,8,8,7,8,5,24,20,44
TOLATA,talla para la edad (t/e),talla baja (tb),2009-07-01,1,3,2,3,3,1,6,7,13
TOLEDO,talla para la edad (t/e),talla baja (tb),2009-07-01,3,2,2,5,6,0,11,7,18
TOMAVE,talla para la edad (t/e),talla baja (tb),2009-07-01,31,10,28,23,26,23,85,56,141
TOMINA,talla para la edad (t/e),talla baja (tb),2009-07-01,17,17,20,26,105,106,142,149,291
TORO TORO,talla para la edad (t/e),talla baja (tb),2009-07-01,23,21,32,21,41,50,96,92,188
TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2009-07-01,16,19,32,20,21,16,69,55,124
TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2009-07-01,4,4,6,8,8,12,18,24,42
TRIGAL,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,0,0,0,1,0,1,1
TRINIDAD,talla para la edad (t/e),talla baja (tb),2009-07-01,21,22,18,25,22,16,61,63,124
TUPIZA,talla para la edad (t/e),talla baja (tb),2009-07-01,37,30,33,21,43,51,113,102,215
TURCO,talla para la edad (t/e),talla baja (tb),2009-07-01,1,3,10,4,5,7,16,14,30
UMALA,talla para la edad (t/e),talla baja (tb),2009-07-01,4,5,3,4,7,2,14,11,25
UNCIA,talla para la edad (t/e),talla baja (tb),2009-07-01,44,33,53,31,92,95,189,159,348
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2009-07-01,3,3,13,5,9,5,25,13,38
UYUNI,talla para la edad (t/e),talla baja (tb),2009-07-01,13,9,14,20,23,22,50,51,101
VACAS,talla para la edad (t/e),talla baja (tb),2009-07-01,5,6,15,13,10,15,30,34,64
VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2009-07-01,2,0,2,3,5,9,9,12,21
VIACHA,talla para la edad (t/e),talla baja (tb),2009-07-01,16,17,23,15,18,21,57,53,110
VILA VILA,talla para la edad (t/e),talla baja (tb),2009-07-01,7,4,13,6,25,25,45,35,80
VILLA MONTES,talla para la edad (t/e),talla baja (tb),2009-07-01,12,2,16,17,8,3,36,22,58
VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla baja (tb),2009-07-01,0,1,5,0,0,1,5,2,7
VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2009-07-01,2,1,6,6,3,3,11,10,21
VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2009-07-01,15,6,27,15,69,76,111,97,208
VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2009-07-01,30,30,60,26,57,54,147,110,257
VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla baja (tb),2009-07-01,3,1,8,3,12,10,23,14,37
VILLAZON,talla para la edad (t/e),talla baja (tb),2009-07-01,39,22,47,38,53,38,139,98,237
VINTO,talla para la edad (t/e),talla baja (tb),2009-07-01,6,17,17,15,5,12,28,44,72
VITICHI,talla para la edad (t/e),talla baja (tb),2009-07-01,20,12,36,23,59,64,115,99,214
WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2009-07-01,2,3,5,5,5,7,12,15,27
WARNES,talla para la edad (t/e),talla baja (tb),2009-07-01,8,12,10,17,6,14,24,43,67
YACO,talla para la edad (t/e),talla baja (tb),2009-07-01,12,8,16,10,25,35,53,53,106
YACUIBA,talla para la edad (t/e),talla baja (tb),2009-07-01,22,20,27,25,33,38,82,83,165
YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2009-07-01,7,11,30,27,100,89,137,127,264
YANACACHI,talla para la edad (t/e),talla baja (tb),2009-07-01,0,0,2,0,1,3,3,3,6
YAPACANI,talla para la edad (t/e),talla baja (tb),2009-07-01,4,9,10,7,13,9,27,25,52
YOCALLA,talla para la edad (t/e),talla baja (tb),2009-07-01,5,2,9,3,4,5,18,10,28
YOTALA,talla para la edad (t/e),talla baja (tb),2009-07-01,4,7,11,14,34,37,49,58,107
YUNCHARA,talla para la edad (t/e),talla baja (tb),2009-07-01,13,6,32,28,44,28,89,62,151
ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2009-07-01,9,6,16,16,71,69,96,91,187
ACACIO,talla para la edad (t/e),talla baja (tb),2009-08-01,13,27,39,31,64,59,116,117,233
ACHACACHI,talla para la edad (t/e),talla baja (tb),2009-08-01,30,13,19,17,21,29,70,59,129
ACHOCALLA,talla para la edad (t/e),talla baja (tb),2009-08-01,5,7,4,3,8,11,17,21,38
AIQUILE,talla para la edad (t/e),talla baja (tb),2009-08-01,10,15,46,31,96,88,152,134,286
ALALAY,talla para la edad (t/e),talla baja (tb),2009-08-01,7,2,8,8,12,13,27,23,50
ALCALA,talla para la edad (t/e),talla baja (tb),2009-08-01,2,1,7,1,26,31,35,33,68
ANCORAIMES,talla para la edad (t/e),talla baja (tb),2009-08-01,8,11,9,13,18,11,35,35,70
ANDAMARCA,talla para la edad (t/e),talla baja (tb),2009-08-01,3,2,10,15,28,28,41,45,86
ANTEQUERA,talla para la edad (t/e),talla baja (tb),2009-08-01,3,1,7,1,2,1,12,3,15
ANZALDO,talla para la edad (t/e),talla baja (tb),2009-08-01,10,9,5,10,10,13,25,32,57
APOLO,talla para la edad (t/e),talla baja (tb),2009-08-01,6,6,20,11,54,43,80,60,140
ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2009-08-01,13,17,20,11,24,28,57,56,113
ARANI,talla para la edad (t/e),talla baja (tb),2009-08-01,7,0,8,4,9,9,24,13,37
ARBIETO,talla para la edad (t/e),talla baja (tb),2009-08-01,3,4,13,7,12,8,28,19,47
ARQUE,talla para la edad (t/e),talla baja (tb),2009-08-01,24,28,45,41,60,65,129,134,263
ASCENCION DE GUARAYOS,talla para la edad (t/e),talla baja (tb),2009-08-01,7,9,18,23,12,27,37,59,96
ATOCHA,talla para la edad (t/e),talla baja (tb),2009-08-01,3,0,6,12,7,8,16,20,36
AUCAPATA,talla para la edad (t/e),talla baja (tb),2009-08-01,1,3,3,5,12,8,16,16,32
AYATA,talla para la edad (t/e),talla baja (tb),2009-08-01,10,9,24,27,21,14,55,50,105
AYO AYO,talla para la edad (t/e),talla baja (tb),2009-08-01,12,5,12,15,12,8,36,28,64
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2009-08-01,37,18,37,22,34,33,108,73,181
AZURDUY,talla para la edad (t/e),talla baja (tb),2009-08-01,14,16,42,23,141,143,197,182,379
BATALLAS,talla para la edad (t/e),talla baja (tb),2009-08-01,5,2,5,5,11,17,21,24,45
BAURES,talla para la edad (t/e),talla baja (tb),2009-08-01,4,3,6,3,7,2,17,8,25
BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2009-08-01,0,0,0,2,6,3,6,5,11
BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2009-08-01,2,1,3,2,0,6,5,9,14
BELLA FLOR,talla para la edad (t/e),talla baja (tb),2009-08-01,0,0,0,1,2,0,2,1,3
BERMEJO,talla para la edad (t/e),talla baja (tb),2009-08-01,4,0,2,9,3,8,9,17,26
BETANZOS,talla para la edad (t/e),talla baja (tb),2009-08-01,64,39,86,66,134,144,284,249,533
BOLIVAR,talla para la edad (t/e),talla baja (tb),2009-08-01,23,19,50,30,45,35,118,84,202
BOLPEBRA,talla para la edad (t/e),talla baja (tb),2009-08-01,2,1,1,1,7,4,10,6,16
BOYUIBE,talla para la edad (t/e),talla baja (tb),2009-08-01,0,1,2,0,1,2,3,3,6
BUENA VISTA,talla para la edad (t/e),talla baja (tb),2009-08-01,1,0,0,0,0,0,1,0,1
CABEZAS,talla para la edad (t/e),talla baja (tb),2009-08-01,4,4,2,2,13,7,19,13,32
CAIROMA,talla para la edad (t/e),talla baja (tb),2009-08-01,9,4,14,5,11,14,34,23,57
"CAIZA ""D""",talla para la edad (t/e),talla baja (tb),2009-08-01,8,7,15,17,17,19,40,43,83
CAJUATA,talla para la edad (t/e),talla baja (tb),2009-08-01,4,6,6,13,8,10,18,29,47
CALACOTO,talla para la edad (t/e),talla baja (tb),2009-08-01,5,3,15,10,11,10,31,23,54
CALAMARCA,talla para la edad (t/e),talla baja (tb),2009-08-01,16,7,10,10,21,24,47,41,88
CAMARGO,talla para la edad (t/e),talla baja (tb),2009-08-01,18,18,33,29,87,97,138,144,282
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2009-08-01,0,0,7,2,13,7,20,9,29
CAMIRI,talla para la edad (t/e),talla baja (tb),2009-08-01,0,3,8,4,7,10,15,17,32
CAPINOTA,talla para la edad (t/e),talla baja (tb),2009-08-01,12,7,27,23,29,17,68,47,115
CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2009-08-01,9,6,6,11,16,15,31,32,63
CARACOLLO,talla para la edad (t/e),talla baja (tb),2009-08-01,27,14,26,21,26,23,79,58,137
CARANAVI,talla para la edad (t/e),talla baja (tb),2009-08-01,15,17,22,25,33,42,70,84,154
CARANGAS,talla para la edad (t/e),talla baja (tb),2009-08-01,1,0,0,1,0,2,1,3,4
CARAPARI,talla para la edad (t/e),talla baja (tb),2009-08-01,5,3,6,1,7,8,18,12,30
CARIPUYO,talla para la edad (t/e),talla baja (tb),2009-08-01,49,40,59,50,94,89,202,179,381
CARMEN RIVERO TORREZ,talla para la edad (t/e),talla baja (tb),2009-08-01,0,2,0,0,0,0,0,2,2
CATACORA,talla para la edad (t/e),talla baja (tb),2009-08-01,1,1,5,2,13,7,19,10,29
CHACARILLA,talla para la edad (t/e),talla baja (tb),2009-08-01,2,0,2,1,1,0,5,1,6
CHALLAPATA,talla para la edad (t/e),talla baja (tb),2009-08-01,45,16,57,39,61,60,163,115,278
CHAQUI,talla para la edad (t/e),talla baja (tb),2009-08-01,14,13,20,14,18,13,52,40,92
CHARAGUA,talla para la edad (t/e),talla baja (tb),2009-08-01,7,4,2,10,9,16,18,30,48
CHAYANTA,talla para la edad (t/e),talla baja (tb),2009-08-01,30,33,40,38,51,68,121,139,260
CHIMORE,talla para la edad (t/e),talla baja (tb),2009-08-01,0,4,6,8,9,15,15,27,42
CHIPAYA,talla para la edad (t/e),talla baja (tb),2009-08-01,0,0,4,4,5,12,9,16,25
CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2009-08-01,0,1,0,0,0,2,0,3,3
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla baja (tb),2009-08-01,3,1,3,1,2,5,8,7,15
CHUMA,talla para la edad (t/e),talla baja (tb),2009-08-01,9,4,19,13,39,25,67,42,109
CLIZA,talla para la edad (t/e),talla baja (tb),2009-08-01,6,3,8,9,6,2,20,14,34
COBIJA,talla para la edad (t/e),talla baja (tb),2009-08-01,18,4,31,8,14,11,63,23,86
COCHABAMBA,talla para la edad (t/e),talla baja (tb),2009-08-01,34,26,38,25,58,49,130,100,230
COIPASA,talla para la edad (t/e),talla baja (tb),2009-08-01,0,0,1,0,0,1,1,1,2
COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2009-08-01,6,4,9,6,12,7,27,17,44
"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2009-08-01,15,5,18,9,23,16,56,30,86
COLLANA,talla para la edad (t/e),talla baja (tb),2009-08-01,2,1,0,1,0,4,2,6,8
COLOMI,talla para la edad (t/e),talla baja (tb),2009-08-01,14,13,32,36,18,33,64,82,146
COLPA BELGICA,talla para la edad (t/e),talla baja (tb),2009-08-01,3,0,2,0,0,0,5,0,5
COLQUECHACA,talla para la edad (t/e),talla baja (tb),2009-08-01,61,56,124,115,54,45,239,216,455
COLQUENCHA,talla para la edad (t/e),talla baja (tb),2009-08-01,7,4,8,9,5,8,20,21,41
COLQUIRI,talla para la edad (t/e),talla baja (tb),2009-08-01,28,12,26,23,35,46,89,81,170
COMANCHE,talla para la edad (t/e),talla baja (tb),2009-08-01,4,5,6,3,6,9,16,17,33
COMARAPA,talla para la edad (t/e),talla baja (tb),2009-08-01,6,0,5,4,9,9,20,13,33
COMBAYA,talla para la edad (t/e),talla baja (tb),2009-08-01,5,8,1,4,13,4,19,16,35
CONCEPCION,talla para la edad (t/e),talla baja (tb),2009-08-01,11,7,3,5,4,4,18,16,34
COPACABANA,talla para la edad (t/e),talla baja (tb),2009-08-01,3,4,4,2,9,2,16,8,24
CORIPATA,talla para la edad (t/e),talla baja (tb),2009-08-01,0,2,1,3,1,1,2,6,8
CORO CORO,talla para la edad (t/e),talla baja (tb),2009-08-01,4,2,8,10,7,8,19,20,39
COROICO,talla para la edad (t/e),talla baja (tb),2009-08-01,2,1,7,10,8,10,17,21,38
CORQUE,talla para la edad (t/e),talla baja (tb),2009-08-01,8,3,9,8,13,14,30,25,55
COTAGAITA,talla para la edad (t/e),talla baja (tb),2009-08-01,31,14,52,34,87,80,170,128,298
COTOCA,talla para la edad (t/e),talla baja (tb),2009-08-01,17,22,7,24,12,24,36,70,106
CUATRO CAÑADAS,talla para la edad (t/e),talla baja (tb),2009-08-01,0,0,0,1,1,0,1,1,2
CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla baja (tb),2009-08-01,0,0,2,0,0,0,2,0,2
CUEVO,talla para la edad (t/e),talla baja (tb),2009-08-01,3,1,3,3,13,14,19,18,37
CULPINA,talla para la edad (t/e),talla baja (tb),2009-08-01,24,13,44,35,79,109,147,157,304
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2009-08-01,12,7,14,18,7,6,33,31,64
CURVA,talla para la edad (t/e),talla baja (tb),2009-08-01,6,1,3,5,21,11,30,17,47
DESAGUADERO,talla para la edad (t/e),talla baja (tb),2009-08-01,0,5,4,1,1,3,5,9,14
EL ALTO,talla para la edad (t/e),talla baja (tb),2009-08-01,503,338,414,320,310,277,1227,935,2162
EL CHORO,talla para la edad (t/e),talla baja (tb),2009-08-01,0,3,3,2,2,1,5,6,11
EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2009-08-01,0,0,1,1,0,0,1,1,2
EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2009-08-01,10,0,12,5,21,15,43,20,63
EL TORNO,talla para la edad (t/e),talla baja (tb),2009-08-01,7,5,10,9,20,16,37,30,67
EL VILLAR,talla para la edad (t/e),talla baja (tb),2009-08-01,1,1,8,8,37,31,46,40,86
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2009-08-01,9,1,16,10,15,9,40,20,60
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2009-08-01,8,7,13,9,13,11,34,27,61
EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2009-08-01,7,1,18,11,27,22,52,34,86
EUREKA (SANTOS MERCADO),talla para la edad (t/e),talla baja (tb),2009-08-01,0,2,0,1,1,0,1,3,4
EXALTACION,talla para la edad (t/e),talla baja (tb),2009-08-01,0,0,0,1,0,0,0,1,1
FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2009-08-01,2,1,2,2,4,3,8,6,14
FILADELFIA,talla para la edad (t/e),talla baja (tb),2009-08-01,0,2,2,0,1,5,3,7,10
GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2009-08-01,5,4,5,6,8,8,18,18,36
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2009-08-01,18,2,17,13,19,24,54,39,93
GUANAY,talla para la edad (t/e),talla baja (tb),2009-08-01,7,4,14,15,22,18,43,37,80
GUAQUI,talla para la edad (t/e),talla baja (tb),2009-08-01,6,3,6,3,3,2,15,8,23
GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2009-08-01,16,15,11,8,7,7,34,30,64
GUTIERREZ,talla para la edad (t/e),talla baja (tb),2009-08-01,8,4,20,11,18,18,46,33,79
HUACARETA,talla para la edad (t/e),talla baja (tb),2009-08-01,5,4,5,8,16,15,26,27,53
HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla baja (tb),2009-08-01,1,0,1,0,5,6,7,6,13
