,group,variable,month,a. 10 - 14 años,a. 10 - 14 años,b. 15 - 19 años,b. 15 - 19 años,c. 20 - 39 años,c. 20 - 39 años,d. 40 - 49 años,d. 40 - 49 años,e. 50 - 59 años,e. 50 - 59 años,TOTALES,TOTALES,TOTALES
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,5,0,0,0,0,0,5,0,5
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,2,0,21,0,0,0,0,0,23,0,23
SAN LORENZO(TJA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN RAMON BENI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,2,0,3,0,1,0,0,0,6,0,6
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,1,0,21,1,144,41,9,3,0,0,175,45,220
SANTA ROSA DEL SARA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,7,0,0,0,0,0,8,0,8
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,4,0,63,0,4,0,0,0,71,0,71
TARABUCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,2,0,8,0,0,0,0,0,10,0,10
TOLATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,2,0,0,0,0,0,2,0,2
TOTORA(CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TUPIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,4,0,1,0,0,0,5,0,5
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,2,1,0,0,0,0,3,1,4
VALLEGRANDE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,3,0,6,0,1,0,0,0,10,0,10
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,7,0,16,0,1,0,0,0,24,0,24
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,4,0,2,0,0,0,7,0,7
VITICHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,1,0,0,0,0,0,0,0,1,0,1
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,0,0,6,0,0,0,0,0,6,0,6
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-05-01,0,0,2,0,6,0,1,0,0,0,9,0,9
ACHACACHI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,1,0,0,0,2,0,2
ASCENCION DE GUARAYOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,5,0,0,0,0,0,5,0,5
CAMARGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,5,0,2,0,0,0,7,0,7
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,1,0,1,0,0,0,0,0,2,0,2
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,6,0,0,0,0,0,6,0,6
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,9,0,0,0,0,0,9,0,9
CARAPARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,1,0,4,0,0,0,0,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,8,0,0,0,0,0,8,0,8
COCAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,5,1,57,5,7,1,0,0,69,7,76
COLCAPIRHUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,3,0,0,0,0,0,3,0,3
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,1,0,1,1,0,0,0,0,2,1,3
COROICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,3,0,0,0,0,0,3,0,3
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,1,0,15,0,0,0,0,0,16,0,16
CULPINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,1,1
CURAHUARA DE CARANGAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,5,0,50,5,6,0,0,0,61,5,66
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,4,0,0,0,0,0,4,0,4
ENTRE RIOS TRJ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,2,0,0,0,0,0,2,0,2
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,2,0,6,0,2,0,0,0,10,0,10
HUACARETA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,3,0,0,0,0,0,3,0,3
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
IXIAMAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
JESUS DE MACHACA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA ASUNTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,4,0,100,1,9,0,0,0,113,1,114
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,1,0,6,0,14,0,3,0,0,0,24,0,24
MAIRANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,4,0,0,0,0,0,4,0,4
MAPIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,1,0,0,0,0,1,1,2
MINEROS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,1,1
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,1,0,5,0,1,0,0,0,7,0,7
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,2,0,1,0,0,0,3,0,3
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,3,0,25,0,0,0,0,0,28,0,28
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,1,0,11,0,0,0,0,0,12,0,12
PADILLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,2,0,4,0,2,0,0,0,8,0,8
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,0,0,1,0,0,0,1,0,1
POCONA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,8,0,18,1,1,0,0,0,27,1,28
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,5,0,31,0,4,0,0,0,40,0,40
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,5,0,6,1,1,0,0,0,12,1,13
ROBORE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,3,0,0,0,0,0,3,0,3
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,1,0,9,0,0,0,0,0,10,0,10
SAIPINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,1,0,0,0,2,0,2
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,3,0,4,0,0,0,0,0,7,0,7
SAN LORENZO(TJA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN MATIAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,2,0,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,10,1,115,43,4,5,0,0,129,49,178
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,1,0,8,0,0,0,0,0,9,0,9
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,4,0,37,1,0,0,0,0,41,1,42
TAPACARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,1,1
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,2,0,0,0,0,0,2,0,2
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,9,0,3,0,0,0,12,0,12
TOTORA(CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,2,0,1,0,0,0,0,0,3,0,3
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TUPIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,1,0,1,0,0,0,0,0,2,0,2
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,4,0,0,0,0,0,4,0,4
VALLEGRANDE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,1,0,0,0,0,0,0,0,1,0,1
VIACHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,1,0,10,1,0,0,0,0,11,1,12
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,4,0,31,0,2,0,0,0,37,0,37
VILLAZON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,5,0,0,0,0,0,5,0,5
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,1,0,11,0,0,0,0,0,12,0,12
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,2,0,7,0,0,0,0,0,9,0,9
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ZUDAÑEZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,1,1
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,14,0,2,0,0,0,17,0,17
ARBIETO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,3,0,0,0,0,0,3,0,3
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,3,0,0,0,0,0,3,0,3
CAMARGO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,3,0,3,0,0,0,6,0,6
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,1,0,0,0,0,0,2,0,2
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,8,2,3,0,0,0,12,2,14
CARANAVI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,8,0,4,0,0,0,12,0,12
CARAPARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,2,0,0,0,0,0,2,0,2
CHAQUI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,1,1
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,6,0,2,0,0,0,8,0,8
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,13,0,49,0,10,0,0,0,72,0,72
COLCAPIRHUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,13,0,2,0,0,0,15,0,15
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,8,0,0,0,0,0,8,0,8
COROICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,5,0,0,0,0,0,5,0,5
COTOCA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,3,0,1,0,0,0,4,0,4
CULPINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,1,0,1,0,0,0,0,0,2,2
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,7,0,49,4,8,2,0,0,64,6,70
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,10,0,1,0,0,0,11,0,11
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,17,0,1,0,0,0,18,0,18
ESCOMA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,2,0,0,0,0,0,2,0,2
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,9,0,0,0,0,0,10,0,10
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,3,0,0,0,0,1,3,4
IRUPANA (VILLA DE LANZA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA ASUNTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,1,0,0,0,0,1,1,2
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,2,0,6,0,110,1,12,0,0,0,130,1,131
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,20,0,1,0,0,0,21,0,21
MAIRANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MAPIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,5,0,22,0,1,0,0,0,28,0,28
OCURI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,37,1,4,0,0,0,42,1,43
PADILLA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,3,0,0,0,0,0,3,0,3
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,6,0,23,2,2,1,0,0,31,3,34
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,1,1
PUNATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,17,0,4,0,0,0,22,0,22
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,2,0,45,0,1,0,0,0,48,0,48
RIBERALTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,7,0,17,0,0,0,0,0,24,0,24
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,4,0,0,0,0,0,4,0,4
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,11,0,0,0,0,0,11,0,11
SAN IGNACIO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,8,0,0,0,0,0,9,0,9
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,1,11,2,0,0,0,0,11,3,14
SAN LORENZO(TJA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN LUCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN MATIAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,2,1,2,0,0,0,0,1,4,5
SAN MIGUEL DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN RAMON BENI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,1,0,0,0,0,0,2,0,2
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,1,0,0,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,24,1,174,62,5,2,0,0,203,65,268
SANTA ROSA DEL SARA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,12,0,1,0,0,0,13,0,13
SICA SICA (VILLA AROMA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,4,0,49,1,0,0,0,0,53,1,54
TARABUCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,2,0,0,0,0,0,3,0,3
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,3,4,2,0,0,0,5,4,9
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,7,0,1,0,0,0,8,0,8
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,5,0,10,0,1,0,0,0,16,0,16
URIONDO (A. CONCEPCION),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,1,1
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,4,0,2,0,0,0,6,0,6
VALLEGRANDE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,3,0,0,0,0,0,3,0,3
VIACHA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,0,0,2,0,0,0,0,0,2,0,2
VILA VILA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-07-01,0,0,2,0,5,0,2,0,0,0,9,0,9
