year,disease_group,disease,municipalities,values,file
2017,sospecha diagnostica,sindrome de rubeola congenita,3,184,clean/2017/sospecha-diagnostica/sindrome-de-rubeola-congenita.csv
2017,sospecha diagnostica,tos ferina/coqueluche,18,1748,clean/2017/sospecha-diagnostica/tos-ferina-coqueluche.csv
2017,sospecha diagnostica,difteria,2,46,clean/2017/sospecha-diagnostica/difteria.csv
2017,sospecha diagnostica,paralisis flacida aguda (polio),8,414,clean/2017/sospecha-diagnostica/paralisis-flacida-aguda-polio.csv
2017,sospecha diagnostica,fiebre amarilla,9,621,clean/2017/sospecha-diagnostica/fiebre-amarilla.csv
2017,sospecha diagnostica,dengue grave,11,575,clean/2017/sospecha-diagnostica/dengue-grave.csv
2017,sospecha diagnostica,fiebre hemorragica boliviana,1,23,clean/2017/sospecha-diagnostica/fiebre-hemorragica-boliviana.csv
2017,sospecha diagnostica,peste,0,0,clean/2017/sospecha-diagnostica/peste.csv
2017,sospecha diagnostica,enfermedad meningococica,7,230,clean/2017/sospecha-diagnostica/enfermedad-meningococica.csv
2017,sospecha diagnostica,colera,0,0,clean/2017/sospecha-diagnostica/colera.csv
2017,sospecha diagnostica,enfermedad por hanta virus,13,989,clean/2017/sospecha-diagnostica/enfermedad-por-hanta-virus.csv
2017,sospecha diagnostica,rabia en perros,29,3105,clean/2017/sospecha-diagnostica/rabia-en-perros.csv
2017,sospecha diagnostica,rabia humana,6,207,clean/2017/sospecha-diagnostica/rabia-humana.csv
2017,sospecha diagnostica,"influenza  (irag ,iragi y eti)",43,3335,clean/2017/sospecha-diagnostica/influenza-irag-iragi-y-eti.csv
2017,sospecha diagnostica,leptospirosis,18,1219,clean/2017/sospecha-diagnostica/leptospirosis.csv
2017,sospecha diagnostica,chikungunya,80,7751,clean/2017/sospecha-diagnostica/chikungunya.csv
2017,sospecha diagnostica,zika,42,3335,clean/2017/sospecha-diagnostica/zika.csv
2017,sospecha diagnostica,anomalia congenita,3,138,clean/2017/sospecha-diagnostica/anomalia-congenita.csv
2017,sospecha diagnostica,microcefalia,11,460,clean/2017/sospecha-diagnostica/microcefalia.csv
2017,sospecha diagnostica,trastorno neurologico,18,1265,clean/2017/sospecha-diagnostica/trastorno-neurologico.csv
2017,sospecha diagnostica,sind. guillain barre,8,299,clean/2017/sospecha-diagnostica/sind-guillain-barre.csv
2005,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,259,13410,clean/2005/tuberculosis-y-lepra/tuberculosis-pulmonar-baar-mas-nuevos.csv
2005,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,96,3067,clean/2005/tuberculosis-y-lepra/tuberculosis-pulmonar-baar-nuevos.csv
2006,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,243,12628,clean/2006/tuberculosis-y-lepra/tuberculosis-pulmonar-baar-mas-nuevos.csv
2006,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,88,2741,clean/2006/tuberculosis-y-lepra/tuberculosis-pulmonar-baar-nuevos.csv
2007,tuberculosis y lepra,tuberculosis pulmonar baar + nuevos,237,15249,clean/2007/tuberculosis-y-lepra/tuberculosis-pulmonar-baar-mas-nuevos.csv
2007,tuberculosis y lepra,tuberculosis pulmonar baar - nuevos,92,3627,clean/2007/tuberculosis-y-lepra/tuberculosis-pulmonar-baar-nuevos.csv
2007,desnutricion global - cronica,global peso bajo (m + g)),150,5656,clean/2007/desnutricion-global-cronica/global-peso-bajo-m-mas-g.csv
2007,desnutricion global - cronica,cronica talla baja (m + g),119,4228,clean/2007/desnutricion-global-cronica/cronica-talla-baja-m-mas-g.csv
2014,"violencia, hechos de transito y accidentes",accidentes,236,22575,clean/2014/violencia-hechos-de-transito-y-accidentes/accidentes.csv
2014,mortalidad,otras muertes en mayores de 5 anos,279,12684,clean/2014/mortalidad/otras-muertes-en-mayores-de-5-anos.csv
2014,estado nutricional,desnutricion leve (l),300,21901,clean/2014/estado-nutricional/desnutricion-leve-l.csv
2015,inmunoprevenibles,hepatitis viral a*,137,14904,clean/2015/inmunoprevenibles/hepatitis-viral-a.csv
2015,otras infecciones,enfermedad diarreica aguda,339,93242,clean/2015/otras-infecciones/enfermedad-diarreica-aguda.csv
2015,otras infecciones,n de personas con mordedura de serpientes,144,11569,clean/2015/otras-infecciones/n-de-personas-con-mordedura-de-serpientes.csv
2016,otras infecciones,n de personas con picadura de animales ponzonosos,212,23552,clean/2016/otras-infecciones/n-de-personas-con-picadura-de-animales-ponzonosos.csv
2016,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,240,34454,clean/2016/violencia-hechos-de-transito-y-accidentes/no-de-casos-presentados-por-otros-accidentes.csv
2017,inmunoprevenibles,tetanos neonatal / adulto,20,851,clean/2017/inmunoprevenibles/tetanos-neonatal-adulto.csv
2017,inmunoprevenibles,hepatitis viral a*,162,16399,clean/2017/inmunoprevenibles/hepatitis-viral-a.csv
2017,inmunoprevenibles,hepatitis viral b o c*,55,4669,clean/2017/inmunoprevenibles/hepatitis-viral-b-o-c.csv
2017,inmunoprevenibles,parotiditis,228,17894,clean/2017/inmunoprevenibles/parotiditis.csv
2017,inmunoprevenibles,varicela,294,44091,clean/2017/inmunoprevenibles/varicela.csv
2017,infecc. de transmision sexual,ulcera genital,155,11109,clean/2017/infecc-de-transmision-sexual/ulcera-genital.csv
2017,infecc. de transmision sexual,sifilis congenita,42,2254,clean/2017/infecc-de-transmision-sexual/sifilis-congenita.csv
2017,infecc. de transmision sexual,sifilis en la mujer embarazada*,103,6900,clean/2017/infecc-de-transmision-sexual/sifilis-en-la-mujer-embarazada.csv
2017,infecc. de transmision sexual,flujo uretral/vaginal,315,68264,clean/2017/infecc-de-transmision-sexual/flujo-uretral-vaginal.csv
2017,infecc. de transmision sexual,gonorrea,195,14835,clean/2017/infecc-de-transmision-sexual/gonorrea.csv
2017,infecc. de transmision sexual,verruga genital,122,9614,clean/2017/infecc-de-transmision-sexual/verruga-genital.csv
2017,infecc. de transmision sexual,prueba rapida reactiva de vih en  mujer embarazada,66,5129,clean/2017/infecc-de-transmision-sexual/prueba-rapida-reactiva-de-vih-en-mujer-embarazada.csv
2017,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,80,6877,clean/2017/infecc-de-transmision-sexual/prueba-rapida-reactiva-de-vih-en-poblacion-en-general.csv
2017,otras infecciones,enfermedad diarreica aguda,339,93012,clean/2017/otras-infecciones/enfermedad-diarreica-aguda.csv
2017,otras infecciones,ira sin neumonia,339,93357,clean/2017/otras-infecciones/ira-sin-neumonia.csv
2017,otras infecciones,neumonia,323,70817,clean/2017/otras-infecciones/neumonia.csv
2017,otras infecciones,no de personas expuestas al virus rabico,302,57270,clean/2017/otras-infecciones/no-de-personas-expuestas-al-virus-rabico.csv
2017,otras infecciones,n de personas con mordedura de serpientes,145,10856,clean/2017/otras-infecciones/n-de-personas-con-mordedura-de-serpientes.csv
2017,otras infecciones,n de personas con picadura de animales ponzonosos,217,26772,clean/2017/otras-infecciones/n-de-personas-con-picadura-de-animales-ponzonosos.csv
2017,tuberculosis y lepra,tuberculosis meningea,0,0,clean/2017/tuberculosis-y-lepra/tuberculosis-meningea.csv
2017,tuberculosis y lepra,reaccion adversa  a farmacos antituberculosos (rafa),40,2162,clean/2017/tuberculosis-y-lepra/reaccion-adversa-a-farmacos-antituberculosos-rafa.csv
2017,tuberculosis y lepra,reaccion  adversa a farmacos antituberculosos rafa (graves),16,621,clean/2017/tuberculosis-y-lepra/reaccion-adversa-a-farmacos-antituberculosos-rafa-graves.csv
2017,tuberculosis y lepra,lepra paucibacilar,10,575,clean/2017/tuberculosis-y-lepra/lepra-paucibacilar.csv
2017,tuberculosis y lepra,lepra multibacilar,15,759,clean/2017/tuberculosis-y-lepra/lepra-multibacilar.csv
2017,"violencia, hechos de transito y accidentes",violencia en la familia,207,20332,clean/2017/violencia-hechos-de-transito-y-accidentes/violencia-en-la-familia.csv
2017,"violencia, hechos de transito y accidentes","violencia sexual (familiar, domestica y/o en otros ambitos)",136,10580,clean/2017/violencia-hechos-de-transito-y-accidentes/violencia-sexual-familiar-domestica-y-o-en-otros-ambitos.csv
2017,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas y colectivas,149,14375,clean/2017/violencia-hechos-de-transito-y-accidentes/otras-violencias-por-lesiones-autoinflingidas-y-colectivas.csv
2017,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,243,33672,clean/2017/violencia-hechos-de-transito-y-accidentes/no-de-casos-presentados-por-hechos-de-transito.csv
2017,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,258,35351,clean/2017/violencia-hechos-de-transito-y-accidentes/no-de-casos-presentados-por-otros-accidentes.csv
2017,mortalidad,muerte menor de 5 anos por diarrea,56,3956,clean/2017/mortalidad/muerte-menor-de-5-anos-por-diarrea.csv
2017,mortalidad,muerte menor de 5 anos por neumonia,41,3569,clean/2017/mortalidad/muerte-menor-de-5-anos-por-neumonia.csv
2017,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,20,1290,clean/2017/mortalidad/muerte-menor-de-5-anos-por-desnutricion-aguda-grave.csv
2017,mortalidad,muerte menor de 5 anos por otras causas,137,15953,clean/2017/mortalidad/muerte-menor-de-5-anos-por-otras-causas.csv
2017,mortalidad,otras muertes en mayores de 5 anos,276,89655,clean/2017/mortalidad/otras-muertes-en-mayores-de-5-anos.csv
2017,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,218,3630,clean/2017/salud-sexual-y-reproductiva/hemorragia-de-la-primera-mitad-del-embarazo-22-sem-aborto.csv
2017,salud sexual y reproductiva,gestantes y puerperas con sepsis,70,480,clean/2017/salud-sexual-y-reproductiva/gestantes-y-puerperas-con-sepsis.csv
2017,salud sexual y reproductiva,preeclampsia severa,140,1338,clean/2017/salud-sexual-y-reproductiva/preeclampsia-severa.csv
2017,salud sexual y reproductiva,eclampsia,47,381,clean/2017/salud-sexual-y-reproductiva/eclampsia.csv
2017,intoxicaciones,plaguicidas,137,9430,clean/2017/intoxicaciones/plaguicidas.csv
2017,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),155,15157,clean/2017/intoxicaciones/enf-transmitidas-por-alimentos-e-t-a.csv
2017,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol etc.)",197,18262,clean/2017/intoxicaciones/otras-intoxicaciones-drogas-farmacos-alcohol-etc.csv
2017,eventos - notificacion inmediata parte i,riada,19,23,clean/2017/eventos-notificacion-inmediata-parte-i/riada.csv
2017,eventos - notificacion inmediata parte i,helada/granizo/nevada,39,57,clean/2017/eventos-notificacion-inmediata-parte-i/helada-granizo-nevada.csv
2017,eventos - notificacion inmediata parte i,incendio,14,17,clean/2017/eventos-notificacion-inmediata-parte-i/incendio.csv
2017,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,7,8,clean/2017/eventos-notificacion-inmediata-parte-ii/deslizamiento-sismo-terremoto.csv
2017,eventos - notificacion inmediata parte ii,inundacion,11,15,clean/2017/eventos-notificacion-inmediata-parte-ii/inundacion.csv
2017,eventos - notificacion inmediata parte ii,otros de excepcion,21,29,clean/2017/eventos-notificacion-inmediata-parte-ii/otros-de-excepcion.csv
2017,enfermedades transmitidas por vectores (etv),leishmaniasis,136,13685,clean/2017/enfermedades-transmitidas-por-vectores-etv/leishmaniasis.csv
2017,enfermedades transmitidas por vectores (etv),chagas agudo,164,19987,clean/2017/enfermedades-transmitidas-por-vectores-etv/chagas-agudo.csv
2017,enfermedades transmitidas por vectores (etv),dengue,115,15939,clean/2017/enfermedades-transmitidas-por-vectores-etv/dengue.csv
2017,enfermedades transmitidas por vectores (etv),malaria,86,14168,clean/2017/enfermedades-transmitidas-por-vectores-etv/malaria.csv
2017,mortalidad materna,muerte materna notificada,46,252,clean/2017/mortalidad-materna/muerte-materna-notificada.csv
2017,mortalidad materna,muerte materna confirmada,59,351,clean/2017/mortalidad-materna/muerte-materna-confirmada.csv
2017,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,127,2695,clean/2017/mortalidad-perinatal-neonatal-e-infantil/muerte-fetal-obito-confirmada.csv
2017,"mortalidad perinatal, neonatal e infantil",muerte neonatal  temprana (0-6 dias) confirmada,83,2009,clean/2017/mortalidad-perinatal-neonatal-e-infantil/muerte-neonatal-temprana-0-6-dias-confirmada.csv
2017,"mortalidad perinatal, neonatal e infantil",muerte neonatal  tardia (7-27 dias) confirmada,72,1106,clean/2017/mortalidad-perinatal-neonatal-e-infantil/muerte-neonatal-tardia-7-27-dias-confirmada.csv
2017,"mortalidad perinatal, neonatal e infantil",muerte menor de 28 dias por sepsis,18,371,clean/2017/mortalidad-perinatal-neonatal-e-infantil/muerte-menor-de-28-dias-por-sepsis.csv
2017,"mortalidad perinatal, neonatal e infantil",muerte menor de 28 dias por asfixia perinatal,32,532,clean/2017/mortalidad-perinatal-neonatal-e-infantil/muerte-menor-de-28-dias-por-asfixia-perinatal.csv
2017,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,73,1155,clean/2017/mortalidad-perinatal-neonatal-e-infantil/muerte-de-28-dias-a-menor-de-1-ano.csv
2018,sospecha diagnostica,sarampion / rubeola,43,2461,clean/2018/sospecha-diagnostica/sarampion-rubeola.csv
2018,sospecha diagnostica,sindrome de rubeola congenita,4,368,clean/2018/sospecha-diagnostica/sindrome-de-rubeola-congenita.csv
2018,sospecha diagnostica,tos ferina/coqueluche,26,2254,clean/2018/sospecha-diagnostica/tos-ferina-coqueluche.csv
2018,sospecha diagnostica,difteria,4,92,clean/2018/sospecha-diagnostica/difteria.csv
2018,sospecha diagnostica,paralisis flacida aguda (polio),13,782,clean/2018/sospecha-diagnostica/paralisis-flacida-aguda-polio.csv
2018,sospecha diagnostica,fiebre amarilla,11,575,clean/2018/sospecha-diagnostica/fiebre-amarilla.csv
2018,sospecha diagnostica,dengue grave,10,506,clean/2018/sospecha-diagnostica/dengue-grave.csv
2018,sospecha diagnostica,fiebre hemorragica boliviana,2,46,clean/2018/sospecha-diagnostica/fiebre-hemorragica-boliviana.csv
2018,sospecha diagnostica,peste,2,69,clean/2018/sospecha-diagnostica/peste.csv
2018,sospecha diagnostica,enfermedad meningococica,6,184,clean/2018/sospecha-diagnostica/enfermedad-meningococica.csv
2018,sospecha diagnostica,colera,2,46,clean/2018/sospecha-diagnostica/colera.csv
2018,sospecha diagnostica,enfermedad por hanta virus,16,1035,clean/2018/sospecha-diagnostica/enfermedad-por-hanta-virus.csv
2018,sospecha diagnostica,rabia en perros,27,3243,clean/2018/sospecha-diagnostica/rabia-en-perros.csv
2018,sospecha diagnostica,rabia humana,2,138,clean/2018/sospecha-diagnostica/rabia-humana.csv
2018,sospecha diagnostica,"influenza  (irag ,iragi y eti)",72,5957,clean/2018/sospecha-diagnostica/influenza-irag-iragi-y-eti.csv
2018,sospecha diagnostica,leptospirosis,17,1219,clean/2018/sospecha-diagnostica/leptospirosis.csv
2018,sospecha diagnostica,chikungunya,67,6141,clean/2018/sospecha-diagnostica/chikungunya.csv
2018,sospecha diagnostica,zika,36,2875,clean/2018/sospecha-diagnostica/zika.csv
2018,sospecha diagnostica,anomalia congenita asociado al zika,6,207,clean/2018/sospecha-diagnostica/anomalia-congenita-asociado-al-zika.csv
2018,sospecha diagnostica,microcefalia asociado al zika,9,552,clean/2018/sospecha-diagnostica/microcefalia-asociado-al-zika.csv
2018,sospecha diagnostica,trastorno nuerologico asociado al zika,19,1587,clean/2018/sospecha-diagnostica/trastorno-nuerologico-asociado-al-zika.csv
2018,sospecha diagnostica,sind. guillain barre asociado al zika,5,437,clean/2018/sospecha-diagnostica/sind-guillain-barre-asociado-al-zika.csv
2018,inmunoprevenibles,tetanos neonatal / adulto,19,759,clean/2018/inmunoprevenibles/tetanos-neonatal-adulto.csv
2018,inmunoprevenibles,hepatitis viral a*,151,15801,clean/2018/inmunoprevenibles/hepatitis-viral-a.csv
2018,inmunoprevenibles,hepatitis viral b o c*,70,5451,clean/2018/inmunoprevenibles/hepatitis-viral-b-o-c.csv
2018,inmunoprevenibles,parotiditis,252,26841,clean/2018/inmunoprevenibles/parotiditis.csv
2018,inmunoprevenibles,varicela,301,44712,clean/2018/inmunoprevenibles/varicela.csv
2018,infecc. de transmision sexual,ulcera genital,166,13064,clean/2018/infecc-de-transmision-sexual/ulcera-genital.csv
2018,infecc. de transmision sexual,sifilis congenita,44,2760,clean/2018/infecc-de-transmision-sexual/sifilis-congenita.csv
2018,infecc. de transmision sexual,sifilis en la mujer embarazada*,107,6923,clean/2018/infecc-de-transmision-sexual/sifilis-en-la-mujer-embarazada.csv
2018,infecc. de transmision sexual,flujo uretral/vaginal,328,74106,clean/2018/infecc-de-transmision-sexual/flujo-uretral-vaginal.csv
2018,infecc. de transmision sexual,gonorrea,200,16077,clean/2018/infecc-de-transmision-sexual/gonorrea.csv
2018,infecc. de transmision sexual,verruga genital,137,10672,clean/2018/infecc-de-transmision-sexual/verruga-genital.csv
2018,infecc. de transmision sexual,prueba rapida reactiva de vih en  mujer embarazada,66,4600,clean/2018/infecc-de-transmision-sexual/prueba-rapida-reactiva-de-vih-en-mujer-embarazada.csv
2018,infecc. de transmision sexual,prueba rapida reactiva de vih en poblacion en general,84,6831,clean/2018/infecc-de-transmision-sexual/prueba-rapida-reactiva-de-vih-en-poblacion-en-general.csv
2018,otras infecciones,enfermedad diarreica aguda,340,93265,clean/2018/otras-infecciones/enfermedad-diarreica-aguda.csv
2018,otras infecciones,ira sin neumonia,340,93771,clean/2018/otras-infecciones/ira-sin-neumonia.csv
2018,otras infecciones,neumonia,325,70242,clean/2018/otras-infecciones/neumonia.csv
2018,otras infecciones,no de personas expuestas al virus rabico,307,62606,clean/2018/otras-infecciones/no-de-personas-expuestas-al-virus-rabico.csv
2018,otras infecciones,n de personas con mordedura de serpientes,134,11155,clean/2018/otras-infecciones/n-de-personas-con-mordedura-de-serpientes.csv
2018,otras infecciones,n de personas con picadura de animales ponzonosos,246,31625,clean/2018/otras-infecciones/n-de-personas-con-picadura-de-animales-ponzonosos.csv
2018,tuberculosis y lepra,tuberculosis meningea,2,138,clean/2018/tuberculosis-y-lepra/tuberculosis-meningea.csv
2018,tuberculosis y lepra,reaccion adversa  a farmacos antituberculosos (rafa),34,2162,clean/2018/tuberculosis-y-lepra/reaccion-adversa-a-farmacos-antituberculosos-rafa.csv
2018,tuberculosis y lepra,reaccion  adversa a farmacos antituberculosos rafa (graves),17,667,clean/2018/tuberculosis-y-lepra/reaccion-adversa-a-farmacos-antituberculosos-rafa-graves.csv
2018,tuberculosis y lepra,lepra paucibacilar,5,276,clean/2018/tuberculosis-y-lepra/lepra-paucibacilar.csv
2018,tuberculosis y lepra,lepra multibacilar,14,736,clean/2018/tuberculosis-y-lepra/lepra-multibacilar.csv
2018,"violencia, hechos de transito y accidentes",violencia en la familia,201,19527,clean/2018/violencia-hechos-de-transito-y-accidentes/violencia-en-la-familia.csv
2018,"violencia, hechos de transito y accidentes","violencia sexual (familiar, domestica y/o en otros ambitos)",140,9131,clean/2018/violencia-hechos-de-transito-y-accidentes/violencia-sexual-familiar-domestica-y-o-en-otros-ambitos.csv
2018,"violencia, hechos de transito y accidentes",otras violencias por lesiones autoinflingidas y colectivas,180,16606,clean/2018/violencia-hechos-de-transito-y-accidentes/otras-violencias-por-lesiones-autoinflingidas-y-colectivas.csv
2018,"violencia, hechos de transito y accidentes",no de casos presentados por hechos de transito,251,35098,clean/2018/violencia-hechos-de-transito-y-accidentes/no-de-casos-presentados-por-hechos-de-transito.csv
2018,"violencia, hechos de transito y accidentes",no de casos presentados por otros accidentes,267,38985,clean/2018/violencia-hechos-de-transito-y-accidentes/no-de-casos-presentados-por-otros-accidentes.csv
2018,mortalidad,muerte menor de 5 anos por diarrea,42,2537,clean/2018/mortalidad/muerte-menor-de-5-anos-por-diarrea.csv
2018,mortalidad,muerte menor de 5 anos por neumonia,43,3784,clean/2018/mortalidad/muerte-menor-de-5-anos-por-neumonia.csv
2018,mortalidad,muerte menor de 5 anos por desnutricion aguda grave,18,1204,clean/2018/mortalidad/muerte-menor-de-5-anos-por-desnutricion-aguda-grave.csv
2018,mortalidad,muerte menor de 5 anos por otras causas,136,15867,clean/2018/mortalidad/muerte-menor-de-5-anos-por-otras-causas.csv
2018,mortalidad,otras muertes en mayores de 5 anos,287,99416,clean/2018/mortalidad/otras-muertes-en-mayores-de-5-anos.csv
2018,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,224,3699,clean/2018/salud-sexual-y-reproductiva/hemorragia-de-la-primera-mitad-del-embarazo-22-sem-aborto.csv
2018,salud sexual y reproductiva,gestantes y puerperas con sepsis,62,489,clean/2018/salud-sexual-y-reproductiva/gestantes-y-puerperas-con-sepsis.csv
2018,salud sexual y reproductiva,preeclampsia severa,157,1554,clean/2018/salud-sexual-y-reproductiva/preeclampsia-severa.csv
2018,salud sexual y reproductiva,eclampsia,40,363,clean/2018/salud-sexual-y-reproductiva/eclampsia.csv
2018,intoxicaciones,plaguicidas,151,11086,clean/2018/intoxicaciones/plaguicidas.csv
2018,intoxicaciones,enf. transmitidas por alimentos (e.t.a.),154,16031,clean/2018/intoxicaciones/enf-transmitidas-por-alimentos-e-t-a.csv
2018,intoxicaciones,"otras intoxicaciones (drogas, farmacos, alcohol etc.)",192,18515,clean/2018/intoxicaciones/otras-intoxicaciones-drogas-farmacos-alcohol-etc.csv
2018,eventos - notificacion inmediata parte i,riada,40,58,clean/2018/eventos-notificacion-inmediata-parte-i/riada.csv
2018,eventos - notificacion inmediata parte i,helada/granizo/nevada,59,101,clean/2018/eventos-notificacion-inmediata-parte-i/helada-granizo-nevada.csv
2018,eventos - notificacion inmediata parte i,incendio,12,13,clean/2018/eventos-notificacion-inmediata-parte-i/incendio.csv
2018,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,13,19,clean/2018/eventos-notificacion-inmediata-parte-ii/deslizamiento-sismo-terremoto.csv
2018,eventos - notificacion inmediata parte ii,inundacion,35,46,clean/2018/eventos-notificacion-inmediata-parte-ii/inundacion.csv
2018,eventos - notificacion inmediata parte ii,otros de excepcion,23,30,clean/2018/eventos-notificacion-inmediata-parte-ii/otros-de-excepcion.csv
2018,enfermedades transmitidas por vectores (etv),leishmaniasis,127,14306,clean/2018/enfermedades-transmitidas-por-vectores-etv/leishmaniasis.csv
2018,enfermedades transmitidas por vectores (etv),chagas agudo,156,19665,clean/2018/enfermedades-transmitidas-por-vectores-etv/chagas-agudo.csv
2018,enfermedades transmitidas por vectores (etv),dengue,120,15203,clean/2018/enfermedades-transmitidas-por-vectores-etv/dengue.csv
2018,enfermedades transmitidas por vectores (etv),malaria,89,14490,clean/2018/enfermedades-transmitidas-por-vectores-etv/malaria.csv
2018,mortalidad materna,muerte materna notificada,49,288,clean/2018/mortalidad-materna/muerte-materna-notificada.csv
2018,mortalidad materna,muerte materna confirmada,48,279,clean/2018/mortalidad-materna/muerte-materna-confirmada.csv
2018,"mortalidad perinatal, neonatal e infantil",muerte fetal (obito) confirmada,126,2863,clean/2018/mortalidad-perinatal-neonatal-e-infantil/muerte-fetal-obito-confirmada.csv
2018,"mortalidad perinatal, neonatal e infantil",muerte neonatal  temprana (0-6 dias) confirmada,94,1834,clean/2018/mortalidad-perinatal-neonatal-e-infantil/muerte-neonatal-temprana-0-6-dias-confirmada.csv
2018,"mortalidad perinatal, neonatal e infantil",muerte neonatal  tardia (7-27 dias) confirmada,77,1225,clean/2018/mortalidad-perinatal-neonatal-e-infantil/muerte-neonatal-tardia-7-27-dias-confirmada.csv
2018,"mortalidad perinatal, neonatal e infantil",muerte menor de 28 dias por sepsis,20,448,clean/2018/mortalidad-perinatal-neonatal-e-infantil/muerte-menor-de-28-dias-por-sepsis.csv
2018,"mortalidad perinatal, neonatal e infantil",muerte menor de 28 dias por asfixia perinatal,34,602,clean/2018/mortalidad-perinatal-neonatal-e-infantil/muerte-menor-de-28-dias-por-asfixia-perinatal.csv
2018,"mortalidad perinatal, neonatal e infantil",muerte de 28 dias a menor de 1 ano,72,1141,clean/2018/mortalidad-perinatal-neonatal-e-infantil/muerte-de-28-dias-a-menor-de-1-ano.csv
2019,sospecha diagnostica,sarampion / rubeola,31,1771,clean/2019/sospecha-diagnostica/sarampion-rubeola.csv
2019,sospecha diagnostica,sindrome de rubeola congenita,4,184,clean/2019/sospecha-diagnostica/sindrome-de-rubeola-congenita.csv
2019,sospecha diagnostica,tos ferina/coqueluche,25,1932,clean/2019/sospecha-diagnostica/tos-ferina-coqueluche.csv
2019,sospecha diagnostica,difteria,4,115,clean/2019/sospecha-diagnostica/difteria.csv
2019,sospecha diagnostica,paralisis flacida aguda (polio),11,391,clean/2019/sospecha-diagnostica/paralisis-flacida-aguda-polio.csv
2019,sospecha diagnostica,fiebre amarilla,10,575,clean/2019/sospecha-diagnostica/fiebre-amarilla.csv
2019,sospecha diagnostica,dengue grave,25,1242,clean/2019/sospecha-diagnostica/dengue-grave.csv
2019,sospecha diagnostica,fiebre hemorragica boliviana,10,322,clean/2019/sospecha-diagnostica/fiebre-hemorragica-boliviana.csv
2019,sospecha diagnostica,peste,3,69,clean/2019/sospecha-diagnostica/peste.csv
2019,sospecha diagnostica,enfermedad meningococica,13,575,clean/2019/sospecha-diagnostica/enfermedad-meningococica.csv
2019,sospecha diagnostica,colera,8,230,clean/2019/sospecha-diagnostica/colera.csv
2019,sospecha diagnostica,enfermedad por hanta virus,25,1886,clean/2019/sospecha-diagnostica/enfermedad-por-hanta-virus.csv
2019,sospecha diagnostica,rabia en perros,15,1081,clean/2019/sospecha-diagnostica/rabia-en-perros.csv
2019,sospecha diagnostica,rabia humana,4,115,clean/2019/sospecha-diagnostica/rabia-humana.csv
2019,sospecha diagnostica,"influenza  (irag ,iragi y eti)",62,5796,clean/2019/sospecha-diagnostica/influenza-irag-iragi-y-eti.csv
2019,sospecha diagnostica,leptospirosis,18,1541,clean/2019/sospecha-diagnostica/leptospirosis.csv
2019,sospecha diagnostica,chikungunya,57,5566,clean/2019/sospecha-diagnostica/chikungunya.csv
2019,sospecha diagnostica,zika,31,2208,clean/2019/sospecha-diagnostica/zika.csv
2019,sospecha diagnostica,dengue con signos de alarma,71,5244,clean/2019/sospecha-diagnostica/dengue-con-signos-de-alarma.csv
2019,sospecha diagnostica,dengue sin signos de alarma,103,14812,clean/2019/sospecha-diagnostica/dengue-sin-signos-de-alarma.csv
2019,sospecha diagnostica,muerte de mujer 10-59 anos,32,3197,clean/2019/sospecha-diagnostica/muerte-de-mujer-10-59-anos.csv
2019,inmunoprevenibles,tetanos neonatal / adulto,13,506,clean/2019/inmunoprevenibles/tetanos-neonatal-adulto.csv
2019,inmunoprevenibles,hepatitis viral a*,158,17135,clean/2019/inmunoprevenibles/hepatitis-viral-a.csv
2019,inmunoprevenibles,hepatitis viral b o c*,67,5428,clean/2019/inmunoprevenibles/hepatitis-viral-b-o-c.csv
2019,inmunoprevenibles,parotiditis,234,22931,clean/2019/inmunoprevenibles/parotiditis.csv
2019,inmunoprevenibles,varicela,294,45011,clean/2019/inmunoprevenibles/varicela.csv
2019,infecc. de transmision sexual,ulcera genital,188,14766,clean/2019/infecc-de-transmision-sexual/ulcera-genital.csv
2019,infecc. de transmision sexual,sifilis congenita,41,2829,clean/2019/infecc-de-transmision-sexual/sifilis-congenita.csv
2019,infecc. de transmision sexual,sifilis en la mujer embarazada*,91,5980,clean/2019/infecc-de-transmision-sexual/sifilis-en-la-mujer-embarazada.csv
2019,infecc. de transmision sexual,flujo uretral/vaginal,332,77119,clean/2019/infecc-de-transmision-sexual/flujo-uretral-vaginal.csv
